hero,degree
W2 143,0
W2 143/2,0
X&AF 1,0
X&AF 2,0
X&AF2 1,0
X&AF2 2,0
GR3 13,0
GR3 21,0
GR3 23,0
GR3 24,0
ASM '97,0
DB 1,0
DB 2,0
DB 3,0
S-M 69,0
W2 24,0
KZ2 20,0
M/FAN 1,0
UX 115,0
IM3 7,0
PUN5 10,0
PUN5 11,0
PUN5 12,0
PUN5 3,0
PUN5 4,0
PUN5 5,0
PUN5 8,0
PUN5 9,0
PUN6 1,0
PUN6 2,0
IM3 2,0
IM3 23,0
IM3 5,0
IM3 8,0
A 188,0
TB 6,0
TB 25,0
TB 25,0
A 126,0
AF SPECIAL,0
CA 160,0
DAZZ 9,0
DEF 42,0
M/TIO 57,0
M/TU 123,0
PM&IF 113,0
Q 33,0
UX 371,0
X 91,0
X '99,0
UX 383,0
X 106,0
ASM 24/2,0
ASM 26/3,0
ASM 323,0
ASM 324,0
ASM 366,0
ASM 367,0
S-M 20,0
S-M 21,0
S-M 22,0
S-M 23,0
W2 134,0
W2 140,0
WOSM 19,0
JA 12,0
JA 13,0
JA 14,0
GENX 64,0
SM/P:FP 1,0
SM/P:FP 2,0
H2 208,0
H2 209,0
H2 210,0
H2 212,0
H2 213,0
H2 214,0
H2 215,0
H2 221,0
H2 223,0
XM 39,0
FW 8,0
IM 131,0
IM 132,0
IM 133,0
IM 137,0
IM 15,0
IM 248,0
IM 249,0
IM 281,0
IM 283,0
IM 284,0
IM 285,0
IM 286,0
IM 287,0
IM 288/2,0
IM 305,0
IM 314,0
IM 318,0
IM 319,0
M/PRM 47,0
M/PRM 48,0
WARM 20,0
ASM 355,0
ASM 358,0
FF 342,0
IM 214,0
ASM 237,0
ASM 254,0
ASM 269,0
ASM 275,0
M/TU 124,0
M/TU 127,0
PPTSS 113,0
WOSM 19,0
WOSM 47,0
SS3 123,0
SS3 127,0
SS3 129,0
SS3 131,0
SS3 132,0
SS3 133,0
SS3 134,0
SS3 136,0
SS3 138,0
M-T3 3,0
M-T3 4,0
M-T3 5,0
W/P 2,0
W/P 3,0
UX 351,0
Q 35,0
Q 36,0
H:PL 4,0
H:PL 5,0
H2 345,0
H2 400,0
MK3 39,0
MK3 40,0
PPTSS 240,0
A 214,0
DEF 127,0
DEF 129,0
DEF 130,0
DEF 131,0
DEF 133,0
DEF 135,0
DEF 138,0
DEF 139,0
DEF 140,0
DEF 142,0
DEF 143,0
DEF 144,0
DEF 145,0
DEF 146,0
DEF 147,0
DEF 149,0
DEF 151,0
DEF 152,0
H 7,0
KZ 2/2,0
KZ 3/3,0
M/FAN 1,0
M/TALES 30/2,0
M/TIO 68,0
UX 132,0
UX 146,0
UX 169,0
UX 31,0
UX 32,0
XF 1,0
XF 10,0
XF 34,0
XF 36,0
XF 4,0
X:HY 10,0
X:HY 11,0
X:HY 12,0
X:HY 13,0
X:HY 14,0
X:HY 15,0
X:HY 16,0
X:HY 2,0
X:HY 22,0
X:HY 5,0
X:HY 6,0
X:HY 8,0
X:HY 9,0
A 106,0
A 107,0
A 108,0
A 2,0
A 268,0
AVF 8,0
GSA 4,0
PPTSS 168,0
PPTSS 169,0
PPTSS 170,0
ROM 19,0
T 281,0
T 282,0
S-H2 15,0
S-H2 16,0
S-H2 17,0
H2 468,0
H2 470,0
H2 471,0
H2 472,0
H2 473,0
H2 474,0
WOSM 74,0
WOSM 75,0
WOSM 76,0
M/CP 107/4,0
NW 54,0
NW 56,0
NW 62,0
NW 74,0
NEW ETERNALS,0
UX 347,0
UX 348,0
UX 349,0
UX 350,0
X51 6,0
H2 235,0
H2 236,0
H2 237,0
IM 11,0
M/CP 10/3,0
MM 1,0
MM 10,0
MM 11,0
MM 13,0
MM 14,0
MM 15,0
MM 17,0
MM 18,0
MM 19,0
MM 2,0
MM 3,0
MM 4,0
MM 5,0
MM 6,0
MM 7,0
MM 8,0
MM 9,0
M/TIO 93,0
M/TU 99,0
X51 6,0
DD 296,0
SLEEP 13,0
SLEEP 14,0
DD 331,0
DD 332,0
DD 334,0
DD 336,0
IW 1,0
IW 3,0
IW 4,0
MK3 43,0
ASM:F&E 1,0
GG 2,0
MC:A,0
NO2 14,0
NT2 16,0
NT2 20,0
NW 50,0
NW 51,0
NW 52,0
NW 54,0
NW 55,0
NW 56,0
NW 57,0
NW 58,0
NW 59,0
NW 60,0
NW 61,0
NW 62,0
NW 63,0
NW 64,0
NW 65,0
NW 66,0
NW 67,0
NW 68,0
NW 69,0
NW 70,0
NW 71,0
PPTSS 227,0
PPTSS 228,0
WOSM 129,0
WOSS 4,0
A3 13,0
A 332,0
AF 110,0
ASM 22,0
ASM 22/2,0
ASM 26,0
CA 352,0
DAMCON2 2,0
DAMCON2 3,0
DAMCON2 4,0
DAMCON3 1,0
DAMCON3 2,0
DAMCON3 4,0
FF 356,0
FF 367,0
FF 368,0
GENX 59,0
HAWK2,0
IM 303,0
IM3 33,0
IMSVS 2/5,0
IW 1,0
IW 2,0
IW 3,0
IW 4,0
MAXSEC 1,0
MAXSEC 3,0
M/CP 14/3,0
M/CP 56/4,0
M/CP 85/4,0
M/CP 96/4,0
MK3 41,0
MK3 43,0
MK3 44,0
M/SH3 1/5,0
M/SH3 2/4,0
M/SH3 4/5,0
M/SH3 5/3,0
M/SH3 6/4,0
N 5,0
NM 7,0
NO2 6,0
NT 2,0
NW 1,0
NW 10,0
NW 1/4,0
NW 14,0
NW 15,0
NW 16,0
NW 17,0
NW 1/8,0
NW 18,0
NW 19,0
NW 2,0
NW 20,0
NW 21,0
NW2 1,0
NW2 10,0
NW 22,0
NW2 2,0
NW 23,0
NW2 3,0
NW 24,0
NW2 4,0
NW 25,0
NW2 5,0
NW 2/6,0
NW 26,0
NW2 6,0
NW 27,0
NW2 7,0
NW2 8,0
NW 29,0
NW2 9,0
NW 3,0
NW 30,0
NW 4,0
NW 47,0
NW 49,0
NW 5,0
NW 50,0
NW 6,0
NW 7,0
NW 70,0
NW 71,0
NW 72,0
NW 73,0
NW 74,0
NW 75,0
NW 8,0
NW 9,0
SB 1,0
SB 10,0
SB 1/2,0
SB 2,0
SB 2/2,0
SB 3,0
SB 3/2,0
SB 4,0
SB 5,0
SB 5/2,0
SB 5/3,0
SB 6,0
SB 6/2,0
SB 7,0
SB 7/2,0
SB 8,0
SB 8/2,0
SB 9,0
T 411,0
T 412,0
TB 1,0
TB 8,0
UX 15,0
W2 134,0
W2 149,0
WM2 13,0
WOSM 75,0
WOSM 8,0
XF 6,0
H2 388,0
H2 429,0
H2 430,0
SPELL 1,0
SPELL 2,0
SPELL 3,0
SPELL 4,0
SPELL 5,0
SPELL 6,0
A3 14,0
ASMSS 1,0
NF3 22,0
NF3 23,0
ASM 26,0
FF 12,0
FF 206,0
FF 208,0
FF 209,0
FF 212,0
FF 213,0
M/TU2 2,0
NW 10,0
NW 12,0
NW 13,0
NW 4,0
T 448/2,0
T 449/2,0
T 450/2,0
T 451,0
T 452,0
T 453,0
T 454,0
T 455,0
T 456,0
T 477,0
T 478,0
T 479,0
T 480,0
T 482,0
T 483,0
T 484,0
T 485,0
T 486,0
T 487,0
T 488,0
T 489,0
T 490,0
T 492,0
T 7,0
T 9,0
TS 15,0
TS 18/2,0
WCA2 41,0
E 17,0
E 18,0
E 19,0
GENX 53,0
GENX 54,0
T 19,0
T 275,0
T 276,0
T 277,0
T 278,0
T 301,0
T 302,0
T 307/2,0
T 313,0
T 321,0
T 479,0
T 483,0
T 484,0
T 9,0
H2 422,0
H2 423,0
A 350,0
A 351,0
CX 14,0
GAL 5,0
NM 19,0
NM 50,0
NM 51,0
A 13,0
A 15,0
A 235,0
A 237,0
A 243,0
A 255,0
A 258,0
A 263,0
A 326,0
A 327,0
A 332,0
ASM 270,0
CA 344,0
CA 347,0
CA 348,0
CA 350,0
CA 351,0
CA 352,0
CA 354,0
CA 355,0
P:NE,0
SSS 1,0
TB 21,0
V&SW2 1,0
V&SW2 7,0
WCA2 44,0
SEX 1,0
UX 156,0
UX 157,0
UX 158,0
UX 161,0
UX 167,0
UX 175,0
UX 200,0
W2 138,0
XCAL 116,0
XF 50,0
PWZ 10,0
PWZ 8,0
PWZ 9,0
S-M '98,0
T '01,0
T 184,0
T 185,0
T 186,0
A 341,0
A 342,0
ASM 357,0
FF 367,0
FF 368,0
IW 1,0
IW 2,0
NT 1,0
NT2 11,0
NT2 12,0
NT2 14,0
NT2 15,0
NT 3,0
NT 4,0
NW 1,0
NW 10,0
NW 14,0
NW 15,0
NW 16,0
NW 17,0
NW 18,0
NW 19,0
NW 2,0
NW 20,0
NW 21,0
NW 22,0
NW 23,0
NW 24,0
NW 2/5,0
NW 25,0
NW 26,0
NW 27,0
NW 28,0
NW 29,0
NW 3,0
NW 30,0
NW 47,0
NW 50,0
NW 51,0
NW 7,0
NW 8,0
NW 9,0
PPTSS 12,0
UX 15,0
WOSM 8,0
XF 6,0
CA '00/2,0
IM3 1,0
IM '99,0
AF 84,0
AF 85,0
AF 86,0
AF 87,0
AF 88,0
AF 89,0
AF 90,0
ASM 26,0
A3 26,0
A3 27,0
A3 28,0
A3 29,0
A3 30,0
A3 39,0
A3 40,0
A3 43,0
A3 8,0
A3 9,0
MAXSEC 3,0
GR2 1,0
GR2 2,0
DRSTR2 1,0
DRSTR2 2,0
DRSTR2 4,0
DRSTR2 5,0
DRSTR3 32,0
DRSTR3 7,0
M/CP 54/2,0
M/CP 55/2,0
M/CP 56/2,0
M/CP 57/2,0
M/CP 58/2,0
M/CP 59/2,0
M/TU 76,0
M/TU 77,0
OE 2,0
DRSTR2 43,0
DRSTR2 44,0
W2 50,0
W2 56,0
W2 57,0
W2 62,0
W2 63,0
W2 65,0
TB 8,0
A3 31,0
ASM 177,0
ASM 178,0
ASM 179,0
ASM 180,0
ASM 284,0
ASM 73,0
ASM 74,0
ASM 75,0
DD 120,0
DD 121,0
DD 122,0
DD 123,0
DD 307,0
DD 308,0
DLOK2 6,0
DLOK2 7,0
NW2 4,0
PPTSS 2,0
PPTSS 69,0
PPTSS 70,0
PPTSS 93,0
PPTSS 94,0
PPTSS 95,0
PPTSS 96,0
PWJ 45,0
PWJ 46,0
S-M 73,0
S-M 74,0
S-M 94,0
SMMM,0
W2 164,0
WOSM 80,0
ASM '00/2,0
ASM 25/3,0
ASM 265,0
ASM 279,0
ASM 280,0
ASM 281,0
ASM 301,0
ASM 302,0
ASM 303,0
ASM 320,0
ASM 321,0
ASM 322,0
ASM 323,0
ASM 324,0
ASM 325,0
ASM 345,0
ASM 375,0
ASM 407,0
ASMU 16,0
CAGE 15,0
CAGE 16,0
DLOK2 18,0
DLOK2 19,0
FF 372,0
FF 373,0
FF 377,0
FF 378,0
FF 400/2,0
FFU 11/2,0
HFH 10,0
HFH 11,0
M/CP 53/4,0
MK3 15,0
MK3 16,0
M/TU2 3,0
PPTSS 10/2,0
PPTSS 11/2,0
PPTSS 128,0
PPTSS 129,0
SENSM 26,0
SOLOA 3,0
SOLOA 4,0
SOLOA 5,0
SOLOA 6,0
SOLOA 7,0
SSWP 1,0
SSWP 10,0
SSWP 11,0
SSWP 12,0
SSWP 13,0
SSWP 14,0
SSWP 15,0
SSWP 16,0
SSWP 17,0
SSWP 18,0
SSWP 19,0
SSWP 2,0
SSWP 20,0
SSWP 21,0
SSWP 22,0
SSWP 23,0
SSWP 24,0
SSWP 25,0
SSWP 26,0
SSWP 27,0
SSWP 28,0
SSWP 3,0
SSWP 4,0
SSWP 5,0
SSWP 6,0
SSWP 7,0
SSWP 8,0
SSWP 9,0
T 16/4,0
TER 11,0
TER 12,0
WOSM 50,0
WOSM 5/3,0
WOSM 71,0
WOSM 72,0
WOSM 7/6,0
XCAL 36,0
AF2 17,0
C 2,0
DD 111,0
ELEK 15,0
M/TU 57,0
M/TU 74,0
M/TU 83,0
M/TU 84,0
M/TU 85,0
NM 5,0
NM 54,0
NM 6,0
S&BH6 1,0
S&BH6 2,0
S&BH6 3,0
SW2 7,0
S-W 42,0
S-W 43,0
TB 25,0
UX 172,0
UX 173,0
UX 174,0
W2 150,0
W2 151,0
W2 152,0
W2 153,0
W2 2,0
W2 3,0
W2 56,0
W2 57,0
W2 82,0
XU 24,0
COMEDY COMICS 9,0
CV 1,0
CV 2,0
CV 3,0
DARING MYSTERY COMIC,0
TB 39,0
TB 40,0
TB 46,0
TB 47,0
TB 49,0
IW 6,0
M/GN 1,0
SS3 11,0
SS3 13,0
SS3 14,0
MX 14,0
MX 17,0
A 11,0
A 116,0
A 117,0
A 118,0
A 135,0
A 157,0
A 16,0
A 168,0
A 215,0
A 216,0
A 266,0
ASM 430,0
ASM 431,0
CM5 10,0
CM5 11,0
CM5 8,0
CM5 9,0
COH 2,0
CPU 1,0
CPU 2/2,0
CPU 3/2,0
DAMCON3 3,0
DAMCON3 4,0
DD 381,0
DD 382,0
DEF 10,0
DEF 100,0
DEF 101,0
DEF 107,0
DEF 11,0
DEF 112,0
DEF 113,0
DEF 114,0
DEF 115,0
DEF 122,0
DEF 123,0
DEF 124,0
DEF 125,0
DEF 2,0
DEF2 1,0
DEF2 2,0
DEF2 3,0
DEF2 4,0
DEF2 5,0
DEF 3,0
DEF 6,0
DEF 8,0
DEF 8/2,0
DEF 9,0
DEF 92,0
DEF 98,0
DEF 99,0
DRSTR3 31,0
DRSTR3 32,0
DRSTR3 42,0
DRSTR3 43,0
DRSTR3 44,0
DRSTR3 45,0
DRSTR3 50,0
EPICI 1,0
FF 121,0
FF 122,0
FF 123,0
FF 155,0
FF 156,0
FF 157,0
FF 259,0
FF 260,0
FF 261,0
FF 319,0
FF 324,0
FF 325,0
FF3 3,0
FF3 4,0
FF 369,0
FF 370,0
FF 400/2,0
FF 413,0
FF 48,0
FF 49,0
FF 50,0
FF 5/2,0
FF 55,0
FF 56,0
FF 57,0
FF 58,0
FF 59,0
FF 60,0
FF 61,0
FF 72,0
FF 74,0
FF 75,0
FF 76,0
FF 77,0
GAL 1,0
GAL 2,0
GAL 3,0
GAL 4,0
GAL 5,0
GAL 6,0
H 18/2,0
H2 250,0
H2 279,0
H2 318,0
H2 383,0
H2 463,0
H2 464,0
H2 467,0
IG 1,0
IG 2,0
IG 3,0
IG 4,0
IG 5,0
IG 6,0
IM3 35,0
IW 2,0
IW 3,0
IW 4,0
IW 5,0
IW 6,0
JIM 513,0
MARVELS 3,0
MAXSEC 2,0
MAXSEC 3,0
MAXSEC:DP,0
M/CP 1/4,0
M/CP 50/4,0
M/CP 69/4,0
M/CP 97/2,0
M/FEA 1,0
M/HOL 1994/4,0
M/HOL 1996/3,0
N 2,0
NW 17,0
Q 26,0
S-H2 30,0
S&L 3/4,0
SMTU 2,0
SS 1,0
SS 10,0
SS 11,0
SS 1/2,0
SS 12,0
SS 13,0
SS 14,0
SS 15,0
SS 16,0
SS 17,0
SS 18,0
SS 2,0
SS2 1,0
SS 2/4,0
SS 3,0
SS3 -1,0
SS3 1,0
SS3 10,0
SS3 100,0
SS3 101,0
SS3 102,0
SS3 103,0
SS3 104,0
SS3 105,0
SS3 106,0
SS3 107,0
SS3 108,0
SS3 109,0
SS3 11,0
SS3 110,0
SS3 111,0
SS3 112,0
SS3 113,0
SS3 114,0
SS3 115,0
SS3 116,0
SS3 117,0
SS3 118,0
SS3 119,0
SS3 12,0
SS3 120,0
SS3 121,0
SS3 122,0
SS3 123,0
SS3 124,0
SS3 125,0
SS3 125/2,0
SS3 126,0
SS3 127,0
SS3 128,0
SS3 129,0
SS3 13,0
SS3 130,0
SS3 131,0
SS3 132,0
SS3 133,0
SS3 134,0
SS3 135,0
SS3 136,0
SS3 137,0
SS3 138,0
SS3 139,0
SS3 14,0
SS3 140,0
SS3 141,0
SS3 142,0
SS3 143,0
SS3 144,0
SS3 145,0
SS3 145/2,0
SS3 146,0
SS3 15,0
SS3 16,0
SS3 17,0
SS3 18,0
SS3 19,0
SS3 2,0
SS3 20,0
SS3 21,0
SS3 22,0
SS3 23,0
SS3 24,0
SS3 25,0
SS3 26,0
SS3 27,0
SS3 28,0
SS3 29,0
SS 3/3,0
SS3 3,0
SS3 30,0
SS3 31,0
SS3 32,0
SS3 33,0
SS3 34,0
SS3 35,0
SS3 36,0
SS3 37,0
SS3 38,0
SS3 39,0
SS3 4,0
SS3 40,0
SS3 41,0
SS3 42,0
SS3 43,0
SS3 44,0
SS3 45,0
SS3 46,0
SS3 47,0
SS3 48,0
SS3 49,0
SS3 5,0
SS3 50,0
SS3 51,0
SS3 52,0
SS3 54,0
SS3 55,0
SS3 56,0
SS3 57,0
SS3 58,0
SS3 59,0
SS3 6,0
SS3 60,0
SS3 61,0
SS3 62,0
SS3 63,0
SS3 64,0
SS3 65,0
SS3 66,0
SS3 67,0
SS3 68,0
SS3 69,0
SS3 7,0
SS3 70,0
SS3 71,0
SS3 72,0
SS3 73,0
SS3 74,0
SS3 75,0
SS3 8,0
SS3 9,0
SS3 92,0
SS3 93,0
SS3 94,0
SS3 95,0
SS3 96,0
SS3 '97,0
SS3 97,0
SS3 98,0
SS3 99,0
SS 4,0
SS 5,0
SS 6,0
SS 7,0
SS 8,0
SS 9,0
SS '98,0
SS: JUDGMENT DAY,0
SS/RUNE,0
ST5 1,0
SUB-M 34,0
SUB-M 35,0
SWII 9,0
T 192,0
T 193,0
T 233,0
T 443,0
TOD 50,0
TTA 93/2,0
ULCM 1,0
UX 135,0
WCA 2,0
WM2 15,0
WOSM 8,0
T 480,0
T 482,0
MK3 12,0
MK3 13,0
TB 15,0
AT:WMB 2,0
WM 1/2,0
WM 1/3,0
WM2 10,0
WM2 11,0
WM2 12,0
WM2 13,0
WM2 14,0
WM2 16,0
WM2 17,0
WM2 18,0
WM2 2,0
WM2 4,0
WM2 6,0
WM2 7,0
AT 23,0
AT 24,0
AT:WMB 2,0
DAZZ 30,0
UX 10,0
GR3 -1,0
M/SPT 5,0
ASM2 30,0
ASM2 31,0
ASM2 32,0
ASM2 33,0
PUN2 64,0
PUN2 65,0
PUN2 66,0
PUN2 67,0
PUN2 68,0
PUN2 69,0
PUN2 70,0
PPTSS 107,0
PPTSS 108,0
PPTSS 109,0
PPTSS 110,0
PPTSS 128,0
PPTSS 134,0
PPTSS 135,0
PPTSS 136,0
AF 110,0
AF 111,0
AF 112,0
GAM3 17,0
GAM3 19,0
GAM3 22,0
FOOL 4,0
R 1,0
GENX 40,0
MAXSEC:DP,0
XCAL2 2,0
XCAL2 3,0
XCAL2 4,0
DD 345,0
DD 346,0
DD 347,0
DD 348,0
NM 7/2,0
UX 15/2,0
XF 6/2,0
PPTSS 253,0
PPTSS 254,0
C2 14,0
C2 15,0
C2 29,0
DPOOL2 1,0
DPOOL2 2,0
DPOOL2 3,0
DPOOL2 4,0
DPOOL3 12,0
DPOOL3 22,0
DPOOL3 38,0
DPOOL3 5,0
FA 1,0
FA 2,0
FA 3,0
FA 4,0
FA 5,0
FA 6,0
FA 7,0
FA 8,0
GENX 44,0
M/CP 43/4,0
S-M 16,0
S-W 37,0
S-W 38,0
TB 25,0
UX 148,0
UX 15,0
UX 278,0
UX 280,0
UX 294,0
UX 295,0
UX 296,0
UX 322,0
UX 335,0
W2 154,0
W2 155,0
X 14,0
XCAL 82,0
XF 106,0
XF 6,0
XF 69,0
XF 84,0
XF&C '95,0
XFOR 100,0
XFOR 11,0
XFOR 12,0
XFOR 13,0
XFOR 14,0
XFOR 15,0
XFOR 16,0
XFOR 17,0
XFOR 3,0
XFOR 3/2,0
XFOR 35,0
XFOR 36,0
XFOR 38,0
XFOR 39,0
XFOR 4,0
XFOR 40,0
XFOR 41,0
XFOR 42,0
XFOR 43,0
XFOR 44,0
XFOR 46,0
XFOR 47,0
XFOR 48,0
XFOR 49,0
XFOR 5,0
XFOR 50,0
XFOR 51,0
XFOR 52,0
XFOR 53,0
XFOR 54,0
XFOR 57,0
XFOR 6,0
XFOR 69,0
XFOR 7,0
XFOR 70,0
XFOR 71,0
XFOR 72,0
XFOR 73,0
XFOR 74,0
XFOR 75,0
XFOR 76,0
XFOR 77,0
XFOR 78,0
XFOR 79,0
XFOR 80,0
XFOR 81,0
XFOR 82,0
XFOR 83,0
XFOR 84,0
XFOR 85,0
XFOR 86,0
XFOR 87,0
XFOR 89,0
XFOR 9,0
XFOR 90,0
XFOR 91,0
XFOR '97,0
XFOR '98,0
XFOR 99,0
XMF 3,0
X:PRIME,0
XU 23,0
CA 294,0
CA 295,0
CA 296,0
CA 298,0
CA 299,0
CA 301,0
CA 355,0
CA 356,0
CA 357,0
AF2 12,0
AF2 13,0
CA 294,0
CA 295,0
CA 296,0
CA 298,0
CA 299,0
CA 301,0
CA 356,0
CA 357,0
CA 294,0
CA 295,0
CA 296,0
CA 298,0
CA 299,0
CA 301,0
CA 356,0
CA 357,0
GAM2 2,0
X 46,0
DRSTR3 67,0
DRSTR3 71,0
DRSTR3 72,0
DRSTR3 73,0
DRSTR3 74,0
DRSTR3 75,0
DRSTR3 79,0
DRSTR 4,0
XM 71,0
XM 73,0
CA 287,0
CA 288,0
CA 294,0
CA 295,0
CA 296,0
CA 298,0
CA 299,0
CA 301,0
CA 355,0
CA 356,0
CA 357,0
W2 18,0
W2 19,0
W2 20,0
W2 21,0
W2 22,0
W2 23,0
C2 58,0
S-H2 15,0
S-H2 16,0
S-H2 17,0
A 231,0
A3 32,0
A3 33,0
A3 34,0
A 38,0
A 39,0
A 52,0
C2 58,0
CA 123,0
CA 127,0
CA 132,0
CA 228,0
CA 229,0
CA 323,0
CA3 35,0
DF 2.4,0
H2 233,0
IM 1,0
IM 10,0
IM 100,0
IM 101,0
IM 102,0
IM 103,0
IM 104,0
IM 105,0
IM 106,0
IM 107,0
IM 108,0
IM 109,0
IM 110,0
IM 111,0
IM 112,0
IM 113,0
IM 12,0
IM 13,0
IM 15,0
IM 16,0
IM 174,0
IM 2,0
IM 23,0
IM 24,0
IM 28,0
IM 3,0
IM 33,0
IM3 36,0
IM 34,0
IM 35,0
IM 36,0
IM 39,0
IM 42,0
IM 6,0
IM 7,0
IM 8,0
IM 96,0
IM 97,0
IM 98,0
IM 99,0
IM&SM 1,0
M/SH3 10/3,0
M/TU 83,0
NFAOS 10,0
NFAOS 13,0
NFV.S 1,0
NFV.S 2,0
NFV.S 3,0
NFV.S 4,0
NFV.S 5,0
NFV.S 6,0
ST 144,0
ST 145,0
ST 146,0
ST 147,0
ST 148,0
ST 149,0
ST 150,0
ST 151,0
ST 152,0
ST 153,0
ST 154,0
ST 155,0
ST 156,0
ST 157,0
ST 159,0
T 337,0
TOS 93,0
TOS 94,0
TOS 95,0
TOS 96,0
TOS 97,0
TOS 98/2,0
TOS 99,0
XFOR '97,0
AA2 25,0
AA2 27,0
AA2 28,0
AA2 31,0
AA2 32,0
AA2 34,0
MGK2 3,0
AA2 19,0
UX 383,0
FW 15,0
FW 16,0
C 1,0
C 2,0
H2 336,0
M/FAN 50,0
NM 100,0
NM 72,0
NM 73,0
NM 74,0
NM 76,0
NM 77,0
NM 78,0
NM 80,0
NM 82,0
NM 85,0
NM 86,0
NM 87,0
PP 27,0
UX 315,0
TB 25,0
C2 22,0
C2 29,0
CA 406,0
NM 100,0
NM 7,0
NM 99,0
NW 1,0
S-M 16,0
UX 15,0
UX 295,0
UX 296,0
UX 331,0
W2 54,0
X 14,0
XCAL 82,0
XF 106,0
XF 6,0
XF 84,0
XF&C '95,0
XFOR 1,0
XFOR 10,0
XFOR 11,0
XFOR 12,0
XFOR 1/3,0
XFOR 13,0
XFOR 14,0
XFOR 15,0
XFOR 16,0
XFOR 17,0
XFOR 2,0
XFOR 3,0
XFOR 35,0
XFOR 36,0
XFOR 38,0
XFOR 39,0
XFOR 4,0
XFOR 40,0
XFOR 41,0
XFOR 43,0
XFOR 44,0
XFOR 45,0
XFOR 47,0
XFOR 48,0
XFOR 49,0
XFOR 5,0
XFOR 50,0
XFOR 51,0
XFOR 52,0
XFOR 53,0
XFOR 54,0
XFOR 57,0
XFOR 6,0
XFOR 62,0
XFOR 69,0
XFOR 7,0
XFOR 70,0
XFOR 76,0
XFOR 9,0
XFOR '97,0
XFOR '99,0
X:PRIME,0
NW 14,0
NW 2/7,0
NW 8,0
NW 9,0
X:HC 3,0
X:HC 1,0
X:HC 3,0
HMAG 13,0
X:HC 1,0
BSHP2 6,0
BSHP2 7,0
X:HC 1,0
GENX 61,0
GENX '95,0
NT2 20,0
SMTU 1,0
UX 281,0
UX 282,0
UX 283,0
X 3,0
XCAL 96,0
XF 67,0
XFOR 62,0
DRSTR3 47,0
ST 133/2,0
HFH 12,0
IM3 1,0
IW 1,0
IW 5,0
A 12,0
A 13,0
A 14,0
A 16,0
A 18,0
A 19,0
A 19/3,0
A 19/5,0
A 20,0
A 221,0
A 222,0
A 223,0
A 224,0
A 225,0
A 226,0
A 227,0
A 228,0
A 229,0
A 230,0
A 231,0
A 232,0
A 233,0
A 234,0
A 235,0
A 236,0
A 237,0
A 238,0
A 240,0
A 241,0
A 242,0
A 243,0
A 246,0
A 247,0
A 249,0
A 259,0
A 266,0
A 278,0
A 279,0
A 281,0
A 282,0
A 283,0
A 284,0
A 285,0
A 286,0
A 287,0
A 288,0
A 289,0
A 290,0
A 291,0
A 292,0
A 293,0
A 294,0
A 295,0
A 296,0
A 297,0
A 305,0
A 306,0
A 307,0
A 308,0
A 309,0
A3 1,0
A 310,0
A3 2,0
A 325,0
A 326,0
A 327,0
A3 27,0
A 328,0
A3 28,0
A 329,0
A3 29,0
A3 3,0
A 330,0
A3 30,0
A 331,0
A3 31,0
A 332,0
A3 32,0
A 333,0
A3 34,0
A3 4,0
A 340,0
A3 43,0
A 345,0
A 400,0
AF 100,0
AF 101,0
AF 111,0
AF 61,0
AF 98,0
AF 99,0
ASM 16,0
ASM 23,0
ASM 259,0
ASM 348,0
AUP 4,0
AWC 4,0
AWC 47,0
AWC 48,0
AWC 49,0
AWC 5,0
AWC 6,0
AWC 69,0
AWC 81,0
BP3 22,0
BP3 23,0
CA2 12,0
CA 289,0
CA 292,0
CA 383,0
CA 400/2,0
CA 401,0
CA 408/3,0
C&D3 9,0
COC 1,0
COC 2,0
COC 3,0
COH 3,0
COMET 4,0
DAMCON 1,0
DAMCON2 2,0
DAMCON2 3,0
DAMCON3 4,0
DAZZ 14,0
DAZZ 21,0
DPOOL3 44,0
DS 1,0
DS 2,0
DS 3,0
DS 4,0
FF 18,0
FF 19,0
FF 22,0
FF 254,0
FF 256,0
FF 265,0
FF 266,0
FF 267,0
FF 268,0
FF 269,0
FF 270,0
FF 271,0
FF 272,0
FF 273,0
FF 274,0
FF 275,0
FF 275/2,0
FF 276,0
FF 277,0
FF 278,0
FF 279,0
FF 280,0
FF 281,0
FF 282,0
FF 283,0
FF 284,0
FF 285,0
FF 286,0
FF 287,0
FF 288,0
FF 289,0
FF 290,0
FF 291,0
FF 292,0
FF 293,0
FF 295,0
FF 296,0
FF 297,0
FF 298,0
FF 299,0
FF 300,0
FF 321,0
FF3 22,0
FF3 23,0
FF3 27,0
FF 328,0
FF 333,0
FF3 42,0
FF3 43,0
FF3 44,0
FF3 6,0
FF 367,0
FF 368,0
FF 369,0
FF 370,0
FF 394,0
FF 395,0
FF 400/2,0
FF 416,0
FFOR 12,0
FFOR 13,0
FFOR 14,0
FFOR 15,0
FFOR 16,0
FFOR 17,0
FFUP 2,0
FFVX 1,0
FFVX 2,0
FFVX 3,0
FFVX 4,0
GENX 59,0
H '00,0
H' 00,0
H 16/2,0
H2 278,0
H2 279,0
H2 281,0
H2 282,0
H2 283,0
H2 284,0
H2 316,0
H2 321,0
H2 323,0
H2 441,0
H2 442,0
H3 11,0
HFH 12,0
HFH 13,0
HFH 14,0
HFH 15,0
HFH 16,0
HFH 17,0
HFH 19,0
HFH 8,0
HFH 9,0
HFH '98,0
HR:R 4,0
IG 2,0
